Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-29,560.7236328125,564.3884931576797,549.7290517769608,560.7236328125,184275000,0.0,0.0
2010-02-01,553.3938598632812,557.0587198623758,549.7289998641867,553.3938598632812,156205000,0.0,0.0
2010-02-02,553.3938598632812,564.388439860565,549.7289998641867,553.3938598632812,131690000,0.0,0.0
2010-02-03,553.3938598632812,557.0587198623758,549.7289998641867,553.3938598632812,113720000,0.0,0.0
2010-02-04,542.3993530273438,553.3939345076277,542.3993530273438,542.3993530273438,180550000,0.0,0.0
2010-02-05,531.4046020507812,538.7343206997575,527.7397427262931,531.4046020507812,202610000,0.0,0.0
2010-02-08,520.4100341796875,527.7397529709507,509.4154559927927,520.4100341796875,449110000,0.0,0.0
2010-02-09,531.4046020507812,531.4046020507812,509.4154461038524,531.4046020507812,204800000,0.0,0.0
2010-02-10,524.074951171875,538.7343903654938,520.4100913734703,524.074951171875,205875000,0.0,0.0
2010-02-11,535.0696411132812,535.0696411132812,524.07505944657,535.0696411132812,145495000,0.0,0.0
2010-02-12,553.3938598632812,557.0587198623758,535.0695598678084,553.3938598632812,183510000,0.0,0.0
2010-02-15,557.0587158203125,564.3884357653166,546.0641359028064,557.0587158203125,123085000,0.0,0.0
2010-02-16,560.7236328125,560.7236328125,549.7290517769608,560.7236328125,53635000,0.0,0.0
2010-02-17,560.7236328125,564.3884931576797,557.0587724673203,560.7236328125,58645000,0.0,0.0
2010-02-18,553.3938598632812,564.388439860565,553.3938598632812,553.3938598632812,65795000,0.0,0.0
2010-02-19,553.3938598632812,553.3938598632812,546.0641398650921,553.3938598632812,55230000,0.0,0.0
2010-02-22,549.7288818359375,553.393741048177,542.3991634114583,549.7288818359375,95025000,0.0,0.0
2010-02-23,546.0641479492188,549.7290080025691,535.0695677891673,546.0641479492188,219200000,0.0,0.0
2010-02-24,538.734375,538.734375,527.7397959183673,538.734375,222415000,0.0,0.0
2010-02-25,524.074951171875,538.7343903654938,524.074951171875,524.074951171875,222605000,0.0,0.0
2010-03-01,527.7398681640625,535.0695885552301,520.410147772895,527.7398681640625,229890000,0.0,0.0
2010-03-02,535.0696411132812,542.3993622244221,524.07505944657,535.0696411132812,338660000,0.0,0.0
2010-03-03,542.3993530273438,542.3993530273438,535.0696320404877,542.3993530273438,117505000,0.0,0.0
2010-03-04,531.4046020507812,542.3991800242457,524.074883401805,531.4046020507812,510280000,0.0,0.0
2010-03-05,531.4046020507812,535.0694613752694,524.074883401805,531.4046020507812,95315000,0.0,0.0
2010-03-08,546.0641479492188,549.7290080025691,531.4047077358168,546.0641479492188,263225000,0.0,0.0
2010-03-09,546.0641479492188,549.7290080025691,538.7344278425178,546.0641479492188,99220000,0.0,0.0
2010-03-10,549.7288818359375,549.7288818359375,542.3991634114583,549.7288818359375,92360000,0.0,0.0
2010-03-11,549.7288818359375,549.7288818359375,542.3991634114583,549.7288818359375,163280000,0.0,0.0
2010-03-12,549.7288818359375,553.393741048177,542.3991634114583,549.7288818359375,111595000,0.0,0.0
2010-03-15,546.0641479492188,553.3938680559196,542.3992878958683,546.0641479492188,91685000,0.0,0.0
2010-03-17,575.3829956054688,575.3829956054688,549.728976693123,575.3829956054688,692780000,0.0,0.0
2010-03-18,575.3829956054688,582.7127152947104,568.0532759162271,575.3829956054688,233270000,0.0,0.0
2010-03-19,586.3775634765625,590.042423248291,571.7181243896484,586.3775634765625,383085000,0.0,0.0
2010-03-22,571.7181396484375,582.7127192570613,571.7181396484375,571.7181396484375,150595000,0.0,0.0
2010-03-23,586.3775634765625,597.372142791748,579.0478439331055,586.3775634765625,350130000,0.0,0.0
2010-03-24,604.7017822265625,612.0315007990057,590.0423450816761,604.7017822265625,375375000,0.0,0.0
2010-03-25,612.0316772460938,615.6965375888847,593.7073755321388,612.0316772460938,194710000,0.0,0.0
2010-03-26,615.6963500976562,619.3612093244279,608.3666316441127,615.6963500976562,175930000,0.0,0.0
2010-03-29,608.3667602539062,608.3667602539062,593.7073202477881,608.3667602539062,70960000,0.0,0.0
2010-03-30,604.7017822265625,615.6963600852273,597.3720636541193,604.7017822265625,137400000,0.0,0.0
2010-03-31,604.7017822265625,612.0315007990057,601.0369229403409,604.7017822265625,93560000,0.0,0.0
2010-04-01,637.6856689453125,641.3505291116649,604.7019274481412,637.6856689453125,328210000,0.0,0.0
2010-04-05,656.010009765625,659.6748701553771,637.6857078168645,656.010009765625,228655000,0.0,0.0
2010-04-06,641.3505249023438,663.3396857561384,637.6856647600446,641.3505249023438,100520000,0.0,0.0
2010-04-07,637.6856689453125,645.0153892780172,630.3559486126078,637.6856689453125,244930000,0.0,0.0
2010-04-08,608.3667602539062,630.3559202630836,601.0370402508471,608.3667602539062,264170000,0.0,0.0
2010-04-09,597.3721923828125,612.0316326866853,593.7073323068444,597.3721923828125,217325000,0.0,0.0
2010-04-12,634.020751953125,634.020751953125,601.037013412211,634.020751953125,214750000,0.0,0.0
2010-04-13,637.6856689453125,637.6856689453125,619.3613681135506,637.6856689453125,73730000,0.0,0.0
2010-04-14,623.026123046875,645.0152803308823,615.6964039522059,623.026123046875,187325000,0.0,0.0
2010-04-15,601.037109375,626.691132336128,597.3722489519818,601.037109375,316715000,0.0,0.0
2010-04-16,597.3721923828125,604.7019125347489,590.0424722308761,597.3721923828125,287820000,0.0,0.0
2010-04-19,593.7071533203125,593.7071533203125,582.7125764069733,593.7071533203125,135505000,0.0,0.0
2010-04-20,612.0316772460938,615.6965375888847,593.7073755321388,612.0316772460938,224760000,0.0,0.0
2010-04-21,619.3612670898438,630.3558457955806,608.3666883841069,619.3612670898438,301890000,0.0,0.0
2010-04-22,641.3505249023438,641.3505249023438,612.0316437639509,641.3505249023438,337995000,0.0,0.0
2010-04-23,641.3505249023438,645.0153850446428,634.0208046177455,641.3505249023438,129525000,0.0,0.0
2010-04-26,652.3450317382812,656.009891467148,645.0153122805477,652.3450317382812,119325000,0.0,0.0
2010-04-27,648.68017578125,652.3450355314266,641.3504562808969,648.68017578125,86610000,0.0,0.0
2010-04-28,634.020751953125,648.6801913046423,623.0261724394869,634.020751953125,173500000,0.0,0.0
2010-04-29,634.020751953125,641.3504716288836,626.6910322773663,634.020751953125,99220000,0.0,0.0
2010-04-30,656.010009765625,659.6748701553771,645.0154285963687,656.010009765625,219240000,0.0,0.0
2010-05-03,652.3450317382812,667.0044706537483,648.6801720094145,652.3450317382812,186920000,0.0,0.0
2010-05-04,663.3395385742188,667.0043979033582,652.3449605868008,663.3395385742188,228250000,0.0,0.0
2010-05-05,626.6910400390625,652.3450592219481,626.6910400390625,626.6910400390625,285610000,0.0,0.0
2010-05-06,619.3612670898438,623.0261266584226,590.0423905412121,619.3612670898438,486155000,0.0,0.0
2010-05-07,608.3667602539062,608.3667602539062,582.7127402431994,608.3667602539062,401535000,0.0,0.0
2010-05-10,619.3613164147666,630.3558959960938,619.3613164147666,630.3558959960938,215635000,0.0,0.0
2010-05-11,615.6963500976562,630.3557870047433,612.0314908708845,615.6963500976562,250545000,0.0,0.0
2010-05-12,612.0316772460938,623.0262582744667,612.0316772460938,612.0316772460938,81510000,0.0,0.0
2010-05-14,619.3612670898438,626.6909862270016,608.3666883841069,619.3612670898438,124735000,0.0,0.0
2010-05-17,612.0316772460938,615.6965375888847,604.7019565605118,612.0316772460938,130295000,0.0,0.0
2010-05-18,623.026123046875,626.6909825942096,615.6964039522059,623.026123046875,85095000,0.0,0.0
2010-05-19,593.7071533203125,615.6963071469906,593.7071533203125,593.7071533203125,175595000,0.0,0.0
2010-05-20,597.3721923828125,608.366772610717,590.0424722308761,597.3721923828125,158020000,0.0,0.0
2010-05-21,575.3829956054688,582.7127152947104,557.0586963823646,575.3829956054688,371045000,0.0,0.0
2010-05-24,582.712646484375,593.7072247199293,582.712646484375,582.712646484375,103805000,0.0,0.0
2010-05-25,564.3883056640625,575.3828830471286,560.7234465363738,564.3883056640625,203970000,0.0,0.0
2010-05-26,593.7071533203125,608.3665892047646,575.3828584647473,593.7071533203125,206215000,0.0,0.0
2010-05-27,612.0316772460938,615.6965375888847,575.3830738181839,612.0316772460938,198310000,0.0,0.0
2010-05-31,630.3558959960938,634.0207558565362,615.6964565543242,630.3558959960938,182865000,0.0,0.0
2010-06-01,612.0316772460938,630.3559789600487,612.0316772460938,612.0316772460938,81400000,0.0,0.0
2010-06-02,615.6963500976562,623.0260685511997,608.3666316441127,615.6963500976562,100160000,0.0,0.0
2010-06-03,648.68017578125,652.3450355314266,623.0261575300141,648.68017578125,243030000,0.0,0.0
2010-06-04,641.3505249023438,648.6802451869419,630.3559444754464,641.3505249023438,53995000,0.0,0.0
2010-06-07,626.6910400390625,630.3558999223319,608.3667406227156,626.6910400390625,91485000,0.0,0.0
2010-06-08,641.3505249023438,645.0153850446428,623.0262241908482,641.3505249023438,38200000,0.0,0.0
2010-06-09,648.68017578125,656.0098952816031,634.0207367805438,648.68017578125,98985000,0.0,0.0
2010-06-10,634.020751953125,652.3450511425216,630.3558921152456,634.020751953125,35345000,0.0,0.0
2010-06-11,637.6856689453125,652.345109610722,637.6856689453125,637.6856689453125,65140000,0.0,0.0
2010-06-14,641.3505249023438,645.0153850446428,637.6856647600446,641.3505249023438,41960000,0.0,0.0
2010-06-15,641.3505249023438,652.345105329241,641.3505249023438,641.3505249023438,195235000,0.0,0.0
2010-06-16,648.68017578125,656.0098952816031,645.0153160310734,648.68017578125,104980000,0.0,0.0
2010-06-17,652.3450317382812,659.6747511960148,648.6801720094145,652.3450317382812,194975000,0.0,0.0
2010-06-18,667.0045166015625,667.0045166015625,652.3450766762535,667.0045166015625,133765000,0.0,0.0
2010-06-21,670.6692504882812,681.6638283651383,667.0043911959956,670.6692504882812,155825000,0.0,0.0
2010-06-22,670.6692504882812,681.6638283651383,667.0043911959956,670.6692504882812,230885000,0.0,0.0
2010-06-23,670.6692504882812,674.334109780567,667.0043911959956,670.6692504882812,63505000,0.0,0.0
2010-06-24,674.334228515625,681.6639483907948,674.334228515625,674.334228515625,105455000,0.0,0.0
2010-06-25,692.6585693359375,703.6531498015873,674.3342685598545,692.6585693359375,177545000,0.0,0.0
2010-06-28,696.3234252929688,714.6477259585732,696.3234252929688,696.3234252929688,66150000,0.0,0.0
2010-06-29,680.1251220703125,721.0069600089652,676.4085913486168,680.1251220703125,186590000,13.208,0.0
2010-06-30,691.2747802734375,691.2747802734375,668.975593813004,691.2747802734375,83925000,0.0,0.0
2010-07-01,676.4086303710938,691.2747541155135,672.6920994349889,676.4086303710938,165190000,0.0,0.0
2010-07-02,687.5582885742188,687.5582885742188,668.975632126267,687.5582885742188,93285000,0.0,0.0
2010-07-05,680.1251220703125,687.558183513704,680.1251220703125,680.1251220703125,64460000,0.0,0.0
2010-07-06,680.1251220703125,687.558183513704,676.4085913486168,680.1251220703125,124075000,0.0,0.0
2010-07-07,680.1251220703125,683.8416527920083,672.6920606269211,680.1251220703125,36920000,0.0,0.0
2010-07-08,668.9756469726562,691.2748352050781,668.9756469726562,668.9756469726562,92545000,0.0,0.0
2010-07-09,691.2747802734375,698.7078424269154,672.6921248897429,691.2747802734375,117280000,0.0,0.0
2010-07-12,698.7079467773438,709.8575416727269,691.2748835137551,698.7079467773438,83735000,0.0,0.0
2010-07-13,728.4401245117188,735.8731870067363,702.4244057791574,728.4401245117188,207510000,0.0,0.0
2010-07-14,717.29052734375,747.0227771818329,709.8574648842293,717.29052734375,284555000,0.0,0.0
2010-07-15,728.4401245117188,735.8731870067363,713.5739995216837,728.4401245117188,72395000,0.0,0.0
2010-07-16,732.1566162109375,743.3062093512056,728.4400851641815,732.1566162109375,49385000,0.0,0.0
2010-07-19,724.7235717773438,728.4401029146634,713.5739783653846,724.7235717773438,80800000,0.0,0.0
2010-07-20,724.7235717773438,732.1566340519831,724.7235717773438,724.7235717773438,43970000,0.0,0.0
2010-07-21,739.5897827148438,743.3063142862751,728.4401880005496,739.5897827148438,82730000,0.0,0.0
2010-07-22,732.1566162109375,739.5896783044495,728.4400851641815,732.1566162109375,108630000,0.0,0.0
2010-07-23,739.5897827148438,747.0228458577064,735.8732511434123,739.5897827148438,72870000,0.0,0.0
2010-07-26,739.5897827148438,750.7393774291378,735.8732511434123,739.5897827148438,56800000,0.0,0.0
2010-07-27,743.3062133789062,754.4558065795899,735.8731512451171,743.3062133789062,113285000,0.0,0.0
2010-07-28,735.8731079101562,754.4557621503118,735.8731079101562,735.8731079101562,132245000,0.0,0.0
2010-07-29,747.0228271484375,754.4558901051385,739.5897641917367,747.0228271484375,71425000,0.0,0.0
2010-07-30,735.8731079101562,747.0227004542495,709.8573919739387,735.8731079101562,97330000,0.0,0.0
2010-08-02,702.4243774414062,732.1566262219949,694.9913152462591,702.4243774414062,286620000,0.0,0.0
2010-08-03,672.692138671875,709.857450200708,668.9756075189918,672.692138671875,398615000,0.0,0.0
2010-08-04,683.8417358398438,691.2747981859291,654.1094864555027,683.8417358398438,309070000,0.0,0.0
2010-08-05,702.4243774414062,702.4243774414062,687.5582530511119,702.4243774414062,255410000,0.0,0.0
2010-08-06,698.7079467773438,706.1410100409325,691.2748835137551,698.7079467773438,121235000,0.0,0.0
2010-08-09,709.8574829101562,709.8574829101562,698.7078889377455,709.8574829101562,121775000,0.0,0.0
2010-08-10,709.8574829101562,713.5740142342931,706.1409515860194,709.8574829101562,84985000,0.0,0.0
2010-08-11,698.7079467773438,713.5740733045213,694.9914151455494,698.7079467773438,57870000,0.0,0.0
2010-08-12,691.2747802734375,694.9913113501764,683.8417181199596,691.2747802734375,155580000,0.0,0.0
2010-08-13,694.9913330078125,694.9913330078125,687.5582706227023,694.9913330078125,90270000,0.0,0.0
2010-08-16,683.8417358398438,694.9913293589717,676.4086734937586,683.8417358398438,136425000,0.0,0.0
2010-08-18,687.5582885742188,691.2748198638092,676.4086947054477,687.5582885742188,109215000,0.0,0.0
2010-08-19,721.0070190429688,724.7235500689635,691.2747708350113,721.0070190429688,231320000,0.0,0.0
2010-08-20,713.573974609375,717.2905057271322,706.1409123738607,713.573974609375,44710000,0.0,0.0
2010-08-23,709.8574829101562,709.8574829101562,698.7078889377455,709.8574829101562,19230000,0.0,0.0
2010-08-24,728.4401245117188,732.1566557592275,709.857468274175,728.4401245117188,189530000,0.0,0.0
2010-08-25,728.4401245117188,732.1566557592275,713.5739995216837,728.4401245117188,72195000,0.0,0.0
2010-08-26,721.0070190429688,732.1566121209529,706.1408949389901,721.0070190429688,96410000,0.0,0.0
2010-08-27,702.4243774414062,717.2905018317006,694.9913152462591,702.4243774414062,165750000,0.0,0.0
2010-08-30,702.4243774414062,717.2905018317006,698.7078463438327,702.4243774414062,119230000,0.0,0.0
2010-08-31,691.2747802734375,706.1409045803931,687.5582491966986,691.2747802734375,108730000,0.0,0.0
2010-09-01,713.573974609375,713.573974609375,694.9913190205892,713.573974609375,150370000,0.0,0.0
2010-09-02,706.1409912109375,724.7236488743832,698.7079281455592,706.1409912109375,145505000,0.0,0.0
2010-09-03,706.1409912109375,717.2905858090049,702.4244596782484,706.1409912109375,106645000,0.0,0.0
2010-09-06,709.8574829101562,709.8574829101562,702.4244202618823,709.8574829101562,164670000,0.0,0.0
2010-09-07,709.8574829101562,709.8574829101562,706.1409515860194,709.8574829101562,76005000,0.0,0.0
2010-09-15,721.0070685962639,761.8889126919283,721.0070685962639,750.7393188476562,468005000,0.0,0.0
2010-09-16,795.3377075195312,795.3377075195312,743.3062687098422,795.3377075195312,181470000,0.0,0.0
2010-09-17,773.03857421875,802.7708270733173,773.03857421875,773.03857421875,122870000,0.0,0.0
2010-09-20,758.17236328125,773.0384880514706,750.7393008961398,758.17236328125,73815000,0.0,0.0
2010-09-21,739.5897827148438,765.6055037148633,735.8732511434123,739.5897827148438,290010000,0.0,0.0
2010-09-22,739.5897827148438,747.0228458577064,735.8732511434123,739.5897827148438,161795000,0.0,0.0
2010-09-23,739.5897827148438,747.0228458577064,732.156719571981,739.5897827148438,109755000,0.0,0.0
2010-09-24,743.3062133789062,747.0227444458008,735.8731512451171,743.3062133789062,206470000,0.0,0.0
2010-09-27,754.4558715820312,761.8889343562385,747.022808807824,754.4558715820312,219675000,0.0,0.0
2010-09-28,743.3062133789062,761.8888687133789,739.5896823120117,743.3062133789062,201885000,0.0,0.0
2010-09-29,743.3062133789062,754.4558065795899,735.8731512451171,743.3062133789062,181770000,0.0,0.0
2010-09-30,743.3062133789062,747.0227444458008,732.1566201782226,743.3062133789062,189855000,0.0,0.0
2010-10-01,747.0228271484375,750.739358626788,732.1567012350358,747.0228271484375,159515000,0.0,0.0
2010-10-04,769.3219604492188,776.755022869018,754.4558356096204,769.3219604492188,349385000,0.0,0.0
2010-10-05,787.9046020507812,787.9046020507812,765.6054152002874,787.9046020507812,180595000,0.0,0.0
2010-10-06,787.9046020507812,802.7707266177771,780.4715397672833,787.9046020507812,123320000,0.0,0.0
2010-10-07,795.3377075195312,799.0542388630804,765.6054567711375,795.3377075195312,92350000,0.0,0.0
2010-10-08,780.4715576171875,795.3376825241816,769.321963936942,780.4715576171875,69050000,0.0,0.0
2010-10-11,802.770751953125,802.770751953125,787.904626916956,802.770751953125,117380000,0.0,0.0
2010-10-12,802.770751953125,813.9203457302517,795.3376894350405,802.770751953125,92560000,0.0,0.0
2010-10-13,817.6368408203124,832.5029651988635,802.7707164417614,817.6368408203125,151915000,0.0,0.0
2010-10-14,799.0542602539062,836.2195746843205,795.3377288108647,799.0542602539062,90770000,0.0,0.0
2010-10-15,780.4715576171875,791.621151297433,776.755026390439,780.4715576171875,92620000,0.0,0.0
2010-10-18,776.7550048828125,791.6211293781773,776.7550048828125,776.7550048828125,49615000,0.0,0.0
2010-10-19,787.9046020507812,795.3376643342791,776.7550086255343,787.9046020507812,68935000,0.0,0.0
2010-10-20,773.03857421875,780.4716374323918,765.6055110051082,773.03857421875,122165000,0.0,0.0
2010-10-21,795.3377075195312,806.4873015501788,773.0385194582359,795.3377075195312,111950000,0.0,0.0
2010-10-22,806.4873046875,806.4873046875,791.6211792554724,806.4873046875,63340000,0.0,0.0
2010-10-25,877.1013793945314,877.1013793945314,810.2038165593552,877.1013793945312,175925000,0.0,0.0
2010-10-26,854.8021240234375,880.8178408415422,836.2194691533628,854.8021240234375,143785000,0.0,0.0
2010-10-27,851.0856323242188,869.6682880518218,836.2195077421363,851.0856323242188,67285000,0.0,0.0
2010-10-28,839.9359741210938,851.0855666979224,832.5029124032079,839.9359741210938,72140000,0.0,0.0
2010-10-29,847.3692016601562,884.5345175224438,839.9361384876987,847.3692016601562,96965000,0.0,0.0
2010-11-01,899.4005737304688,914.2666989160963,847.3691355807722,899.4005737304688,208830000,0.0,0.0
2010-11-02,899.4005737304688,906.8336363232825,888.250979841248,899.4005737304688,98985000,0.0,0.0
2010-11-03,906.8336181640625,910.5501493860464,895.684024498111,906.8336181640625,87550000,0.0,0.0
2010-11-04,888.2511596679688,910.5503519608884,888.2511596679688,888.2511596679688,117040000,0.0,0.0
2010-11-05,899.4005737304688,910.5501676196894,888.250979841248,899.4005737304688,53450000,0.0,0.0
2010-11-08,895.6840209960939,906.8336146184519,895.6840209960939,895.6840209960938,77190000,0.0,0.0
2010-11-09,925.4163208007814,940.2824464361353,903.1171323477504,925.4163208007812,125180000,0.0,0.0
2010-11-10,929.1328735351562,936.5659365234376,921.699810546875,929.1328735351562,70205000,0.0,0.0
2010-11-11,929.1328735351562,951.4320625,895.6840900878907,929.1328735351562,69985000,0.0,0.0
2010-11-12,891.967529296875,925.4163116455078,884.5344665527344,891.967529296875,128450000,0.0,0.0
2010-11-15,873.3848876953125,891.9675448803191,843.6526361993018,873.3848876953125,79735000,0.0,0.0
2010-11-16,880.81787109375,903.1170577037184,865.9517466871044,880.81787109375,94695000,0.0,0.0
2010-11-18,899.4005737304688,903.1171050268756,865.9517920628066,899.4005737304688,102030000,0.0,0.0
2010-11-19,884.5343627929688,899.4004865373885,873.3847699846541,884.5343627929688,124540000,0.0,0.0
2010-11-22,880.81787109375,884.5344021954114,869.6682777887659,880.81787109375,82035000,0.0,0.0
2010-11-23,862.2351684570312,880.8178229496397,851.0855757614661,862.2351684570312,123750000,0.0,0.0
2010-11-24,839.9359741210938,865.951690133694,832.5029124032079,839.9359741210938,220465000,0.0,0.0
2010-11-25,851.0856323242188,862.2352257607805,847.3691011786981,851.0856323242188,124585000,0.0,0.0
2010-11-26,825.0700073242188,847.3691967113598,813.9204126306482,825.0700073242188,220350000,0.0,0.0
2010-11-29,810.2037963867189,828.7864522671481,802.7707340345471,810.2037963867188,103240000,0.0,0.0
2010-11-30,780.4715576171875,806.4872762044271,780.4715576171875,780.4715576171875,276780000,0.0,0.0
2010-12-01,806.4873046875,821.3534301195277,773.0385224654378,806.4873046875,302985000,0.0,0.0
2010-12-02,832.5031127929688,836.2196445465088,817.6369857788086,832.5031127929688,119950000,0.0,0.0
2010-12-03,847.3692016601562,854.8022648326137,836.21960690147,847.3692016601562,129930000,0.0,0.0
2010-12-06,854.8021240234375,858.5186549974525,847.3690620754077,854.8021240234375,63140000,0.0,0.0
2010-12-08,854.8021240234375,869.6682479194973,843.6525311013927,854.8021240234375,150595000,0.0,0.0
2010-12-09,832.5031127929688,854.802303314209,817.6369857788086,832.5031127929688,171085000,0.0,0.0
2010-12-10,817.6368408203124,828.7864341042258,806.4872475363991,817.6368408203125,156335000,0.0,0.0
2010-12-13,806.4873046875,821.3534301195277,795.3377106134793,806.4873046875,148470000,0.0,0.0
2010-12-14,795.3377075195312,813.9203642372772,795.3377075195312,795.3377075195312,213245000,0.0,0.0
2010-12-15,799.0542602539062,802.7707916969476,787.904665924782,799.0542602539062,158060000,0.0,0.0
2010-12-16,769.3219604492188,799.0542101284157,754.4558356096204,769.3219604492188,412905000,0.0,0.0
2010-12-17,761.888916015625,776.7550412061738,739.5897282298018,761.888916015625,432125000,0.0,0.0
2010-12-20,746.6519165039064,757.8516952514649,731.7188781738282,746.6519165039062,309210000,4.593,0.0
2010-12-21,769.051513671875,772.7847734469811,746.6519550212379,769.051513671875,301560000,0.0,0.0
2010-12-22,769.051513671875,783.9845527722997,765.3182538967689,769.051513671875,145190000,0.0,0.0
2010-12-23,769.051513671875,769.051513671875,750.385214796344,769.051513671875,145945000,0.0,0.0
2010-12-27,761.5850219726562,765.318281884287,750.3852422377643,761.5850219726562,45915000,0.0,0.0
2010-12-28,791.4510498046875,791.4510498046875,761.5849724535673,791.4510498046875,84380000,0.0,0.0
2010-12-29,791.4510498046875,795.1843094735776,783.9845304669075,791.4510498046875,103065000,0.0,0.0
2010-12-30,783.9845581054688,795.1843375069755,776.5180385044642,783.9845581054688,114930000,0.0,0.0
2011-01-03,772.7847900390625,802.6508688811518,761.585010473279,772.7847900390625,126655000,0.0,0.0
2011-01-04,769.051513671875,787.717812547406,754.1184745714502,769.051513671875,278485000,0.0,0.0
2011-01-05,791.4510498046875,795.1843094735776,754.1184531157871,791.4510498046875,237990000,0.0,0.0
2011-01-06,772.7847900390625,798.9176090258907,757.8517506180178,772.7847900390625,216545000,0.0,0.0
2011-01-07,731.7189331054688,765.3182718705158,724.2524133799028,731.7189331054688,604570000,0.0,0.0
2011-01-10,694.3862915039062,727.9856281895792,675.7199933451991,694.3862915039062,908945000,0.0,0.0
2011-01-11,716.785888671875,727.985668182373,694.3863296508789,716.785888671875,467592500,0.0,2.0
2011-01-12,746.6519165039064,746.6519165039064,724.2523590087891,746.6519165039062,265722500,0.0,0.0
2011-01-13,761.5850219726562,769.0515417959176,746.6519823261336,761.5850219726562,311720000,0.0,0.0
2011-01-14,769.051513671875,769.051513671875,739.1854354710255,769.051513671875,190837500,0.0,0.0
2011-01-17,754.1184692382812,761.58498873569,735.4521704947595,754.1184692382812,228690000,0.0,0.0
2011-01-18,746.6519165039064,754.1184356689454,739.1853973388672,746.6519165039062,126325000,0.0,0.0
2011-01-19,716.785888671875,739.1854476928711,713.0526288350424,716.785888671875,283602500,0.0,0.0
2011-01-20,713.0526123046874,720.51913180526,709.3193525544011,713.0526123046875,128757500,0.0,0.0
2011-01-21,701.8529052734375,705.5861654078707,679.4533444668384,701.8529052734375,333437500,0.0,0.0
2011-01-24,727.9856567382812,739.1854360727164,709.3193578475561,727.9856567382812,223375000,0.0,0.0
2011-01-25,769.051513671875,776.5180332220874,731.7189159208131,769.051513671875,416245000,0.0,0.0
2011-01-26,791.4510498046875,798.9175691424676,761.5849724535673,791.4510498046875,293157500,0.0,0.0
2011-01-27,783.9845581054688,806.3841169084822,769.0515189034599,783.9845581054688,287990000,0.0,0.0
2011-01-28,761.5850219726562,783.9845814424402,754.1185021493949,761.5850219726562,161100000,0.0,0.0
2011-01-31,724.2523803710938,739.1854191416318,720.5191206784593,724.2523803710938,379827500,0.0,0.0
2011-02-01,731.7189331054688,735.4521929682518,716.7858936543367,731.7189331054688,276300000,0.0,0.0
2011-02-02,735.4521484375,746.6519273477157,731.7188888007614,735.4521484375,196825000,0.0,0.0
2011-02-04,731.7189331054688,742.9187126938178,727.9856732426858,731.7189331054688,103685000,0.0,0.0
2011-02-07,727.9856567382812,742.9186958508614,720.5191371819911,727.9856567382812,153647500,0.0,0.0
2011-02-08,720.5191650390625,731.7189448065091,720.5191650390625,720.5191650390625,190420000,0.0,0.0
2011-02-09,690.653076171875,724.2524150126688,686.9198163006756,690.653076171875,440167500,0.0,0.0
2011-02-10,679.4532470703125,690.6530258681748,675.7199874710251,679.4532470703125,317412500,0.0,0.0
2011-02-11,686.9197998046875,694.3863193677819,679.453280241593,686.9197998046875,190105000,0.0,0.0
2011-02-14,694.3862915039062,698.1195511356477,683.186512608682,694.3862915039062,142335000,0.0,0.0
2011-02-16,709.3193969726562,713.0526569567229,690.6530970523232,709.3193969726562,222010000,0.0,0.0
